PassengerId,Survived,Pclass,Sex,Age,Embarked,transformed_fare_boxcox,family_size
524,1.0,first,female,44.0,C,4.414158247883995,1
525,0.0,third,male,28.0,C,2.1954506578746154,0
526,0.0,third,male,40.5,Q,2.2620744220130624,0
527,1.0,second,female,50.0,S,2.5607050610158515,0
528,0.0,first,male,28.0,S,4.5696911238312605,0
529,0.0,third,male,39.0,S,2.2836076731051764,0
530,0.0,second,male,23.0,S,2.6524436113448986,3
531,1.0,second,female,2.0,S,3.513785040735813,2
532,0.0,third,male,28.0,C,2.1954506578746154,0
533,0.0,third,male,17.0,C,2.1954506578746154,2
534,1.0,third,female,28.0,C,3.3497825226455333,2
535,0.0,third,female,30.0,S,2.3701073156699786,0
536,1.0,second,female,7.0,S,3.524248808557397,2
537,0.0,first,male,45.0,S,3.5366841629052153,0
538,1.0,first,female,30.0,C,4.5696911238312605,0
539,0.0,third,male,28.0,S,2.890477249736815,0
540,1.0,first,female,22.0,C,4.233143368977421,2
541,1.0,first,female,36.0,S,4.5696911238312605,2
542,0.0,third,female,9.0,S,3.717048828884125,6
543,0.0,third,female,11.0,S,3.717048828884125,6
544,1.0,second,male,32.0,S,3.513785040735813,1
545,0.0,first,male,50.0,C,4.5696911238312605,1
546,0.0,first,male,64.0,S,3.513785040735813,0
547,1.0,second,female,19.0,S,3.513785040735813,1
548,1.0,second,male,28.0,C,2.8438482964631406,0
549,0.0,third,male,33.0,S,3.2576619762286407,2
550,1.0,second,male,8.0,S,3.896677296966609,2
551,1.0,first,male,17.0,C,4.5696911238312605,2
552,0.0,second,male,27.0,S,3.513785040735813,0
553,0.0,third,male,28.0,Q,2.2718705777982353,0
554,1.0,third,male,22.0,C,2.194897059312226,0
555,1.0,third,female,22.0,S,2.2651758202163546,0
556,0.0,first,male,62.0,S,3.5366841629052153,0
557,1.0,first,female,48.0,C,3.9804822851211554,1
558,0.0,first,male,28.0,C,4.5696911238312605,0
559,1.0,first,female,39.0,S,4.5696911238312605,2
560,1.0,third,female,36.0,S,3.0816798105505474,1
561,0.0,third,male,28.0,Q,2.2620744220130624,0
562,0.0,third,male,40.0,S,2.2800430731121577,0
563,0.0,second,male,28.0,S,2.816468554900923,0
564,0.0,third,male,28.0,S,2.298741416634416,0
565,0.0,third,female,28.0,S,2.298741416634416,0
566,0.0,third,male,24.0,S,3.433325976064744,2
567,0.0,third,male,19.0,S,2.2800430731121577,0
568,0.0,third,female,29.0,S,3.286066879684541,4
569,0.0,third,male,28.0,C,2.1954506578746154,0
570,1.0,third,male,32.0,S,2.2749452586250603,0
571,1.0,second,male,62.0,S,2.5607050610158515,0
572,1.0,first,female,53.0,S,4.2778774424213815,2
573,1.0,first,male,36.0,S,3.52996460203375,0
574,1.0,third,female,28.0,Q,2.2620744220130624,0
575,0.0,third,male,16.0,S,2.298741416634416,0
576,0.0,third,male,19.0,S,2.890477249736815,0
577,1.0,second,female,34.0,S,2.777603181054726,0
578,1.0,first,female,39.0,S,4.372206173860061,1
579,0.0,third,female,28.0,C,2.8874840443391774,1
580,1.0,third,male,32.0,S,2.2836076731051764,0
581,1.0,second,female,25.0,S,3.671018063640935,2
582,1.0,first,female,39.0,C,4.5696911238312605,2
583,0.0,second,male,54.0,S,3.513785040735813,0
584,0.0,first,male,36.0,C,3.9953005565676474,0
585,0.0,third,male,28.0,C,2.375739544909667,0
586,1.0,first,female,18.0,S,4.5696911238312605,2
587,0.0,second,male,47.0,S,2.9257761230697703,0
588,1.0,first,male,60.0,C,4.5696911238312605,2
589,0.0,third,male,22.0,S,2.298741416634416,0
590,0.0,third,male,28.0,S,2.298741416634416,0
591,0.0,third,male,35.0,S,2.1816352222251414,0
592,1.0,first,female,52.0,C,4.5696911238312605,1
593,0.0,third,male,47.0,S,2.1981882907468275,0
594,0.0,third,female,28.0,Q,2.2620744220130624,2
595,0.0,second,male,37.0,S,3.513785040735813,1
596,0.0,third,male,36.0,S,3.433325976064744,2
597,1.0,second,female,28.0,S,3.7766178065803646,0
598,0.0,third,male,49.0,S,0.0,0
599,0.0,third,male,28.0,C,2.194897059312226,0
600,1.0,first,male,49.0,C,4.393153331530308,1
601,1.0,second,female,24.0,S,3.555095180137489,3
602,0.0,third,male,28.0,S,2.2800430731121577,0
603,0.0,first,male,28.0,S,4.057479772633628,0
604,0.0,third,male,44.0,S,2.298741416634416,0
605,1.0,first,male,35.0,C,3.5366841629052153,0
606,0.0,third,male,36.0,S,2.963400146472124,1
607,0.0,third,male,30.0,S,2.2800430731121577,0
608,1.0,first,male,27.0,S,3.689282557871479,0
609,1.0,second,female,22.0,C,4.035415412562265,3
610,1.0,first,female,40.0,S,4.5696911238312605,0
611,0.0,third,female,39.0,S,3.717048828884125,6
612,0.0,third,male,28.0,S,2.1715854424073235,0
613,1.0,third,female,28.0,Q,2.9600298510183527,1
614,0.0,third,male,28.0,Q,2.2620744220130624,0
615,0.0,third,male,35.0,S,2.298741416634416,0
616,1.0,second,female,24.0,S,4.546002564545169,3
617,0.0,third,male,34.0,S,2.8832862579172955,2
618,0.0,third,female,26.0,S,2.999840590640557,1
619,1.0,second,female,4.0,S,3.9633198132042438,3
620,0.0,second,male,26.0,S,2.5607050610158515,0
621,0.0,third,male,27.0,C,2.887189329279823,1
622,1.0,first,male,42.0,S,4.301499390979261,1
623,1.0,third,male,20.0,C,2.976231765834233,2
624,0.0,third,male,21.0,S,2.2749452586250603,0
625,0.0,third,male,21.0,S,2.999840590640557,0
626,0.0,first,male,61.0,S,3.7535178041009702,0
627,0.0,second,male,57.0,Q,2.725032810698306,0
628,1.0,first,female,21.0,S,4.5696911238312605,0
629,0.0,third,male,26.0,S,2.2800430731121577,0
630,0.0,third,male,28.0,Q,2.259997937603898,0
631,1.0,first,male,80.0,S,3.671018063640935,0
632,0.0,third,male,51.0,S,2.1721506051537043,0
633,1.0,first,male,32.0,C,3.689282557871479,0
634,0.0,first,male,28.0,S,0.0,0
635,0.0,third,female,9.0,S,3.5910788749873976,5
636,1.0,second,female,28.0,S,2.777603181054726,0
637,0.0,third,male,32.0,S,2.2836076731051764,0
638,0.0,second,male,31.0,S,3.524248808557397,2
639,0.0,third,female,41.0,S,3.982964745615282,5
640,0.0,third,male,28.0,S,2.999840590640557,1
641,0.0,third,male,20.0,S,2.2749452586250603,0
642,1.0,first,female,24.0,C,4.5696911238312605,0
643,0.0,third,female,2.0,S,3.5910788749873976,5
644,1.0,third,male,28.0,S,4.384376372619725,0
645,1.0,third,female,0.75,C,3.1894938712257237,3
646,1.0,first,male,48.0,C,4.5696911238312605,1
647,0.0,third,male,19.0,S,2.2800430731121577,0
648,1.0,first,male,56.0,C,3.857983801189261,0
649,0.0,third,male,28.0,S,2.2369519931547996,0
650,1.0,third,female,23.0,S,2.2369519931547996,0
651,0.0,third,male,28.0,S,2.2800430731121577,0
652,1.0,second,female,18.0,S,3.380390678554293,1
653,0.0,third,male,21.0,S,2.343925174867996,0
654,1.0,third,female,28.0,Q,2.2718705777982353,0
655,0.0,third,female,18.0,Q,2.1304649486697054,0
656,0.0,second,male,24.0,S,4.5696911238312605,2
657,0.0,third,male,28.0,S,2.2800430731121577,0
658,0.0,third,female,32.0,Q,2.9600298510183527,2
659,0.0,second,male,23.0,S,2.777603181054726,0
660,0.0,first,male,58.0,C,4.5696911238312605,2
661,1.0,first,male,50.0,S,4.5696911238312605,2
662,0.0,third,male,40.0,C,2.194897059312226,0
663,0.0,first,male,47.0,S,3.4963144218562143,0
664,0.0,third,male,36.0,S,2.2300464861333555,0
665,1.0,third,male,20.0,S,2.2836076731051764,1
666,0.0,second,male,32.0,S,4.5696911238312605,2
667,0.0,second,male,25.0,S,2.777603181054726,0
668,0.0,third,male,28.0,S,2.2651758202163546,0
669,0.0,third,male,43.0,S,2.298741416634416,0
670,1.0,first,female,28.0,S,4.289378979298662,1
671,1.0,second,female,40.0,S,3.9633198132042438,2
672,0.0,first,male,31.0,S,4.289378979298662,1
673,0.0,second,male,70.0,S,2.5607050610158515,0
674,1.0,second,male,31.0,S,2.777603181054726,0
675,0.0,second,male,28.0,S,0.0,0
676,0.0,third,male,18.0,S,2.2651758202163546,0
677,0.0,third,male,24.5,S,2.298741416634416,0
678,1.0,third,female,18.0,S,2.496027075221191,0
679,0.0,third,female,43.0,S,4.171744290884533,7
680,1.0,first,male,36.0,C,4.5696911238312605,1
681,0.0,third,female,28.0,Q,2.3092159122589515,0
682,1.0,first,male,27.0,C,4.5696911238312605,0
683,0.0,third,male,20.0,S,2.431914461374176,0
684,0.0,third,male,14.0,S,4.171744290884533,7
685,0.0,second,male,60.0,S,3.9633198132042438,2
686,0.0,second,male,25.0,C,4.035415412562265,3
687,0.0,third,male,14.0,S,3.982964745615282,5
688,0.0,third,male,19.0,S,2.5288193404458617,0
689,0.0,third,male,18.0,S,2.26774971533858,0
690,1.0,first,female,15.0,S,4.5696911238312605,1
691,1.0,first,male,31.0,S,4.394581128227361,1
692,1.0,third,female,4.0,C,2.8100839286851986,1
693,1.0,third,male,28.0,S,4.384376372619725,0
694,0.0,third,male,25.0,C,2.194897059312226,0
695,0.0,first,male,60.0,S,3.5366841629052153,0
696,0.0,second,male,52.0,S,2.816468554900923,0
697,0.0,third,male,44.0,S,2.298741416634416,0
698,1.0,third,female,28.0,Q,2.259997937603898,0
699,0.0,first,male,49.0,C,4.5696911238312605,2
700,0.0,third,male,42.0,S,2.249583025464899,0
701,1.0,first,female,18.0,C,4.5696911238312605,1
702,1.0,first,male,35.0,S,3.5258104067576883,0
703,0.0,third,female,18.0,C,2.887189329279823,1
704,0.0,third,male,25.0,Q,2.2610428736053314,0
705,0.0,third,male,26.0,S,2.2749452586250603,1
706,0.0,second,male,39.0,S,3.513785040735813,0
707,1.0,second,female,45.0,S,2.816468554900923,0
708,1.0,first,male,42.0,S,3.5258104067576883,0
709,1.0,first,female,22.0,S,4.5696911238312605,0
710,1.0,third,male,28.0,C,2.942741925808172,2
711,1.0,first,female,24.0,C,4.233240070724257,0
712,0.0,first,male,28.0,S,3.5366841629052153,0
713,1.0,first,male,48.0,S,4.289378979298662,1
714,0.0,third,male,29.0,S,2.459208240233557,0
715,0.0,second,male,52.0,S,2.777603181054726,0
716,0.0,third,male,19.0,S,2.249583025464899,0
717,1.0,first,female,38.0,C,4.5696911238312605,0
718,1.0,second,female,27.0,S,2.5607050610158515,0
719,0.0,third,male,28.0,Q,2.9600298510183527,0
720,0.0,third,male,33.0,S,2.2651758202163546,0
721,1.0,second,female,6.0,S,3.7766178065803646,1
722,0.0,third,male,17.0,S,2.1721506051537043,1
723,0.0,second,male,34.0,S,2.777603181054726,0
724,0.0,second,male,50.0,S,2.777603181054726,0
725,1.0,first,male,27.0,S,4.313318787437226,1
726,0.0,third,male,20.0,S,2.3701073156699786,0
727,1.0,second,female,30.0,S,3.2822338191845852,3
728,1.0,third,female,28.0,Q,2.260520526347931,0
729,0.0,second,male,25.0,S,3.513785040735813,1
730,0.0,third,female,25.0,S,2.2836076731051764,1
731,1.0,first,female,29.0,S,4.5696911238312605,0
732,0.0,third,male,11.0,C,3.1631078593309896,0
733,0.0,second,male,28.0,S,0.0,0
734,0.0,second,male,23.0,S,2.777603181054726,0
735,0.0,second,male,23.0,S,2.777603181054726,0
736,0.0,third,male,28.5,S,2.999840590640557,0
737,0.0,third,female,48.0,S,3.8220543195361,4
738,1.0,first,male,35.0,C,4.5696911238312605,0
739,0.0,third,male,28.0,S,2.2800430731121577,0
740,0.0,third,male,28.0,S,2.2800430731121577,0
741,1.0,first,male,28.0,S,3.671018063640935,0
742,0.0,first,male,36.0,S,4.5696911238312605,1
743,1.0,first,female,21.0,C,4.5696911238312605,4
744,0.0,third,male,24.0,S,2.999840590640557,1
745,1.0,third,male,31.0,S,2.2836076731051764,0
746,0.0,first,male,70.0,S,4.5696911238312605,2
747,0.0,third,male,16.0,S,3.243196767681371,2
748,1.0,second,female,30.0,S,2.777603181054726,0
749,0.0,first,male,19.0,S,4.313318787437226,1
750,0.0,third,male,31.0,Q,2.2620744220130624,0
751,1.0,second,female,4.0,S,3.380390678554293,2
752,1.0,third,male,6.0,S,2.735330919128178,1
753,0.0,third,male,33.0,S,2.4609505506652085,0
754,0.0,third,male,23.0,S,2.2800430731121577,0
755,1.0,second,female,48.0,S,4.546002564545169,3
756,1.0,second,male,0.67,S,2.890477249736815,2
757,0.0,third,male,28.0,S,2.26774971533858,0
758,0.0,second,male,18.0,S,2.6524436113448986,0
759,0.0,third,male,34.0,S,2.298741416634416,0
760,1.0,first,female,33.0,S,4.5696911238312605,0
761,0.0,third,male,28.0,S,2.890477249736815,0
762,0.0,third,male,41.0,S,2.1816352222251414,0
763,1.0,third,male,20.0,C,2.1954506578746154,0
764,1.0,first,female,36.0,S,4.5696911238312605,3
765,0.0,third,male,16.0,S,2.2651758202163546,0
766,1.0,first,female,51.0,S,4.5696911238312605,1
767,0.0,first,male,28.0,C,3.9804822851211554,0
768,0.0,third,female,30.5,Q,2.2620744220130624,0
769,0.0,third,male,28.0,Q,3.433325976064744,1
770,0.0,third,male,32.0,S,2.3357137470895064,0
771,0.0,third,male,24.0,S,2.4609505506652085,0
772,0.0,third,male,48.0,S,2.2749452586250603,0
773,0.0,second,female,57.0,S,2.5607050610158515,0
774,0.0,third,male,28.0,C,2.194897059312226,0
775,1.0,second,female,54.0,S,3.380390678554293,4
776,0.0,third,male,18.0,S,2.2620744220130624,0
777,0.0,third,male,28.0,Q,2.2620744220130624,0
778,1.0,third,female,5.0,S,2.735330919128178,0
779,0.0,third,male,28.0,Q,2.260520526347931,0
780,1.0,first,female,43.0,S,4.5696911238312605,1
781,1.0,third,female,13.0,C,2.1954506578746154,0
782,1.0,first,female,17.0,S,4.394581128227361,1
783,0.0,first,male,29.0,S,3.671018063640935,0
784,0.0,third,male,28.0,S,3.401389129161142,3
785,0.0,third,male,25.0,S,2.1715854424073235,0
786,0.0,third,male,25.0,S,2.1981882907468275,0
787,1.0,third,female,18.0,S,2.2300464861333555,0
788,0.0,third,male,8.0,Q,3.638362694208615,5
789,1.0,third,male,1.0,S,3.260272909051386,3
790,0.0,first,male,46.0,C,4.5696911238312605,0
791,0.0,third,male,28.0,Q,2.2620744220130624,0
792,0.0,second,male,16.0,S,3.513785040735813,0
793,0.0,third,female,28.0,S,4.5696911238312605,10
794,0.0,first,male,28.0,C,3.696359075442676,0
795,0.0,third,male,25.0,S,2.2800430731121577,0
796,0.0,second,male,39.0,S,2.777603181054726,0
797,1.0,first,female,49.0,S,3.510804772165477,0
798,1.0,third,female,31.0,S,2.372453719362293,0
799,0.0,third,male,30.0,C,2.1954506578746154,0
800,0.0,third,female,30.0,S,3.433325976064744,2
801,0.0,second,male,34.0,S,2.777603181054726,0
802,1.0,second,female,31.0,S,3.524248808557397,2
803,1.0,first,male,11.0,S,4.5696911238312605,3
804,1.0,third,male,0.42,C,2.3535222792673127,1
805,1.0,third,male,27.0,S,2.1614452249264473,0
806,0.0,third,male,31.0,S,2.2651758202163546,0
807,0.0,first,male,39.0,S,0.0,0
808,0.0,third,female,18.0,S,2.2651758202163546,0
809,0.0,second,male,39.0,S,2.777603181054726,0
810,1.0,first,female,33.0,S,4.313318787437226,1
811,0.0,third,male,26.0,S,2.279027794189117,0
812,0.0,third,male,39.0,S,3.433325976064744,0
813,0.0,second,male,35.0,S,2.5607050610158515,0
814,0.0,third,female,6.0,S,3.717048828884125,6
815,0.0,third,male,30.5,S,2.298741416634416,0
816,0.0,first,male,28.0,S,0.0,0
817,0.0,third,female,23.0,S,2.2836076731051764,0
818,0.0,second,male,31.0,C,3.9043950522450337,2
819,0.0,third,male,43.0,S,2.0877844699112544,0
820,0.0,third,male,10.0,S,3.5910788749873976,5
821,1.0,first,female,52.0,S,4.5696911238312605,2
822,1.0,third,male,27.0,S,2.3701073156699786,0
823,0.0,first,male,38.0,S,0.0,0
824,1.0,third,female,27.0,S,2.735330919128178,1
825,0.0,third,male,2.0,S,3.982964745615282,5
826,0.0,third,male,28.0,Q,2.1580447668534304,0
827,0.0,third,male,28.0,S,4.384376372619725,0
828,1.0,second,male,1.0,C,3.9043950522450337,2
829,1.0,third,male,28.0,Q,2.2620744220130624,0
830,1.0,first,female,62.0,S,4.5696911238312605,0
831,1.0,third,female,15.0,C,2.887189329279823,1
832,1.0,second,male,0.83,S,3.16098028731346,2
833,0.0,third,male,28.0,C,2.1954506578746154,0
834,0.0,third,male,23.0,S,2.2749452586250603,0
835,0.0,third,male,18.0,S,2.3284151872521788,0
836,1.0,first,female,39.0,C,4.5696911238312605,2
837,0.0,third,male,21.0,S,2.3701073156699786,0
838,0.0,third,male,28.0,S,2.298741416634416,0
839,1.0,third,male,32.0,S,4.384376372619725,0
840,1.0,first,male,28.0,C,3.6599229152578325,0
841,0.0,third,male,20.0,S,2.2836076731051764,0
842,0.0,second,male,16.0,S,2.5607050610158515,0
843,1.0,first,female,30.0,C,3.707270386507969,0
844,0.0,third,male,34.5,C,2.0859704591474295,0
845,0.0,third,male,17.0,S,2.3701073156699786,0
846,0.0,third,male,42.0,S,2.2369519931547996,0
847,0.0,third,male,28.0,S,4.5696911238312605,10
848,0.0,third,male,35.0,C,2.2800430731121577,0
849,0.0,second,male,28.0,S,3.7766178065803646,1
850,1.0,first,female,28.0,C,4.5696911238312605,1
851,0.0,third,male,4.0,S,3.717048828884125,6
852,0.0,third,male,74.0,S,2.2651758202163546,0
853,0.0,third,female,9.0,C,2.942741925808172,2
854,1.0,first,female,16.0,S,3.9747887167018567,1
855,0.0,second,female,44.0,S,3.513785040735813,1
856,1.0,third,female,18.0,S,2.4452046099438935,1
857,1.0,first,female,45.0,S,4.5696911238312605,2
858,1.0,first,male,51.0,S,3.5366841629052153,0
859,1.0,third,female,24.0,C,3.1894938712257237,3
860,0.0,third,male,28.0,C,2.1954506578746154,0
861,0.0,third,male,41.0,S,2.8620506984170064,2
862,0.0,second,male,21.0,S,2.6524436113448986,1
863,1.0,first,female,48.0,S,3.510804772165477,0
864,0.0,third,female,28.0,S,4.5696911238312605,10
865,0.0,second,male,24.0,S,2.777603181054726,0
866,1.0,second,female,42.0,S,2.777603181054726,0
867,1.0,second,female,27.0,C,2.843534762282983,1
868,0.0,first,male,31.0,S,4.255857203220619,0
869,0.0,third,male,28.0,S,2.4609505506652085,0
870,1.0,third,male,4.0,S,2.6196507413709242,2
871,0.0,third,male,26.0,S,2.2800430731121577,0
872,1.0,first,female,47.0,S,4.301499390979261,2
873,0.0,first,male,33.0,S,1.8549237498483675,0
874,0.0,third,male,47.0,S,2.4075935973283236,0
875,1.0,second,female,28.0,C,3.426554954838462,1
876,1.0,third,female,15.0,C,2.194897059312226,0
877,0.0,third,male,20.0,S,2.4964414643609274,0
878,0.0,third,male,19.0,S,2.2800430731121577,0
879,0.0,third,male,28.0,S,2.2800430731121577,0
880,1.0,first,female,56.0,C,4.5696911238312605,1
881,1.0,second,female,25.0,S,3.513785040735813,1
882,0.0,third,male,33.0,S,2.2800430731121577,0
883,0.0,third,female,22.0,S,2.5622991068900487,0
884,0.0,second,male,28.0,S,2.5607050610158515,0
885,0.0,third,male,25.0,S,2.1715854424073235,0
886,0.0,third,female,39.0,Q,3.638362694208615,5
887,0.0,second,male,27.0,S,2.777603181054726,0
888,1.0,first,female,19.0,S,3.671018063640935,0
889,0.0,third,female,28.0,S,3.401389129161142,3
890,1.0,first,male,26.0,C,3.671018063640935,0
891,0.0,third,male,32.0,Q,2.2620744220130624,0
